0.73	-37.27	1016.26	411.25	376.25	-805.00
2.20	-37.58	1018.27	411.25	393.75	-805.00
0.85	-35.93	1015.96	472.50	385.00	-822.50
2.26	-35.69	1017.24	402.50	385.00	-822.50
1.95	-38.86	1017.17	402.50	393.75	-805.00
-0.61	-35.75	1017.42	463.75	393.75	-857.50
2.56	-36.30	1017.11	428.75	402.50	-796.25
7.50	-35.50	1006.44	446.25	315.00	-805.00
-2.01	-32.82	1015.28	437.50	376.25	-752.50
1.28	-37.76	1016.08	393.75	385.00	-822.50
0.37	-35.75	1017.85	402.50	376.25	-822.50
-0.12	-35.93	1018.15	420.00	428.75	-787.50
1.89	-35.50	1017.91	463.75	393.75	-822.50
1.52	-36.78	1016.63	411.25	376.25	-805.00
1.34	-34.89	1017.66	411.25	393.75	-770.00
-0.55	-35.81	1017.48	428.75	402.50	-813.75
-2.87	-36.60	1017.72	455.00	411.25	-778.75
2.87	-37.15	1017.11	411.25	350.00	-840.00
-1.22	-36.72	1018.33	411.25	411.25	-831.25
1.34	-35.56	1017.85	420.00	385.00	-813.75
1.46	-37.39	1017.66	446.25	376.25	-813.75
0.92	-35.50	1017.17	446.25	367.50	-787.50
2.07	-36.30	1016.93	428.75	402.50	-822.50
-0.06	-35.69	1017.66	446.25	393.75	-805.00
1.46	-35.93	1018.46	428.75	376.25	-831.25
1.65	-36.11	1018.94	411.25	420.00	-787.50
3.48	-33.79	1019.43	498.75	498.75	-770.00
3.36	-36.54	1017.72	437.50	385.00	-761.25
-0.61	-34.10	1017.79	455.00	411.25	-822.50
0.49	-33.55	1017.30	428.75	332.50	-813.75
5.55	-37.33	1015.89	420.00	367.50	-770.00
1.65	-35.93	1017.48	428.75	367.50	-866.25
1.71	-32.82	1017.36	420.00	385.00	-796.25
-0.06	-36.72	1014.86	411.25	376.25	-752.50
-0.06	-35.50	1015.53	393.75	420.00	-787.50
2.62	-35.14	1017.91	420.00	367.50	-831.25
1.83	-39.04	1017.79	420.00	385.00	-822.50
1.83	-36.05	1017.85	411.25	367.50	-778.75
1.46	-37.88	1017.54	428.75	402.50	-822.50
1.46	-36.90	1016.87	420.00	376.25	-813.75
-0.85	-32.21	1019.37	446.25	341.25	-735.00
2.20	-38.86	1017.66	420.00	402.50	-813.75
3.90	-35.93	1018.82	402.50	376.25	-805.00
-3.84	-36.42	1017.66	463.75	428.75	-813.75
1.22	-38.31	1017.66	428.75	323.75	-796.25
3.42	-35.50	1017.85	446.25	385.00	-822.50
1.83	-38.98	1016.75	455.00	393.75	-787.50
0.55	-34.28	1017.72	411.25	376.25	-840.00
-1.22	-36.05	1033.22	481.25	437.50	-787.50
0.85	-35.26	1016.57	411.25	367.50	-691.25
1.52	-36.66	1015.35	402.50	332.50	-770.00
4.64	-35.32	1016.93	428.75	402.50	-735.00
-1.59	-36.17	1016.81	437.50	376.25	-787.50
2.26	-43.07	1019.31	411.25	332.50	-796.25
1.59	-30.99	1017.30	411.25	411.25	-735.00
-0.12	-37.33	1016.20	402.50	385.00	-831.25
3.66	-38.80	1017.66	402.50	367.50	-778.75
-1.34	-33.06	1016.99	402.50	385.00	-770.00
4.45	-36.60	1016.81	437.50	385.00	-822.50
-0.18	-34.83	1016.63	420.00	323.75	-805.00
-3.78	-33.67	1040.29	542.50	253.75	-848.75
5.98	-35.32	1012.29	393.75	358.75	-857.50
0.73	-36.42	1014.49	402.50	341.25	-840.00
2.38	-39.28	1014.31	428.75	376.25	-805.00
0.85	-35.62	1016.26	393.75	358.75	-796.25
-0.55	-36.90	1016.99	385.00	376.25	-796.25
2.07	-36.17	1015.71	446.25	411.25	-848.75
1.65	-35.44	1017.79	437.50	376.25	-796.25
2.50	-35.50	1011.50	446.25	358.75	-770.00
2.75	-36.66	1016.38	385.00	376.25	-822.50
1.52	-35.56	1017.48	455.00	350.00	-822.50
0.98	-36.48	1016.20	402.50	341.25	-787.50
4.03	-36.48	1017.54	402.50	393.75	-770.00
0.43	-36.54	1015.71	463.75	402.50	-787.50
3.05	-37.15	1017.30	402.50	420.00	-840.00
1.83	-36.42	1016.75	437.50	376.25	-778.75
0.92	-35.62	1017.17	420.00	385.00	-805.00
-0.06	-36.42	1017.97	437.50	367.50	-822.50
3.60	-38.12	1017.36	428.75	376.25	-796.25
2.68	-35.38	1015.77	402.50	358.75	-796.25
1.71	-35.44	1017.66	393.75	367.50	-778.75
1.52	-37.03	1017.30	463.75	393.75	-796.25
2.99	-31.05	1017.05	420.00	341.25	-612.50
-0.24	-41.17	1015.59	437.50	376.25	-857.50
2.81	-34.04	1016.69	437.50	428.75	-778.75
-0.67	-36.78	1017.85	393.75	358.75	-813.75
0.61	-37.27	1016.75	420.00	376.25	-822.50
0.73	-37.09	1016.32	428.75	367.50	-805.00
1.34	-36.23	1016.87	428.75	350.00	-796.25
0.61	-37.58	1015.77	420.00	385.00	-778.75
-0.12	-38.00	1015.53	428.75	376.25	-813.75
3.84	-35.44	1017.42	472.50	393.75	-866.25
1.65	-36.78	1017.30	455.00	385.00	-761.25
-0.79	-37.15	1017.85	402.50	350.00	-778.75
2.01	-34.89	1018.09	402.50	420.00	-805.00
2.44	-37.64	1015.96	437.50	393.75	-813.75
2.68	-34.16	1017.24	411.25	376.25	-770.00
2.93	-35.26	1015.35	402.50	385.00	-813.75
1.46	-39.59	1016.93	472.50	385.00	-848.75
-1.65	-33.92	1017.42	393.75	358.75	-787.50
2.38	-37.94	1016.57	402.50	385.00	-796.25
1.71	-35.38	1016.99	411.25	393.75	-813.75
1.10	-37.27	1017.97	385.00	367.50	-796.25
1.46	-36.30	1017.48	428.75	367.50	-778.75
1.46	-34.95	1018.15	420.00	393.75	-831.25
0.67	-36.78	1017.85	393.75	376.25	-831.25
3.90	-35.99	1018.58	420.00	367.50	-770.00
1.65	-39.53	1018.76	446.25	367.50	-778.75
-0.18	-34.83	1017.72	437.50	367.50	-822.50
1.04	-36.36	1016.44	446.25	385.00	-796.25
-0.31	-37.21	1016.87	420.00	376.25	-813.75
2.62	-35.50	1018.21	463.75	402.50	-778.75
1.77	-37.09	1017.66	402.50	393.75	-770.00
1.34	-36.17	1019.01	428.75	420.00	-717.50
2.93	-37.09	1016.14	446.25	332.50	-778.75
3.05	-38.25	1017.17	402.50	367.50	-787.50
